Cliente_ID,Nombre,Pais_Cliente,Ocupacion,Ingreso_Mensual,Nivel_Educativo,Genero,Edad,Estado_Civil,Canal_Adquisicion,Nivel_Satisfaccion,Fecha_Alta,Ciudad_Cliente,Telefono,Email
231810,Dr. Margaret Garcia,Perú,Desempleado,11482.51,Técnico,M,47,Casado,Web,Bajo,2023-08-28,Lake Caitlinfurt,877.692.9845x828,seanmccoy@fuentes.com
473651,Ricardo Oliver,México,Estudiante,11330.38,Universitario,M,36,Divorciado,Tienda,Medio,2023-08-28,South Brandy,(253)965-3162x1468,armstrongdiane@meyer.com
969263,Robin Sullivan,Perú,Independiente,10709.06,Universitario,F,71,Casado,Web,Bajo,2023-08-28,West Elizabethland,(257)905-2622x4996,cmorris@gmail.com
813730,Jacqueline Nunez,Chile,Empleado,4456.41,Universitario,M,58,Soltero,Tienda,Bajo,2023-08-28,North Stephanie,6838539995,jordanronald@edwards.com
170649,Gregory Chavez,Colombia,Independiente,2011.21,Básico,F,32,Divorciado,Web,Medio,28/08/2023,Port Victoria,001-524-292-3848x502,forbesandrew@elliott.biz
367511,Frank Butler,México,Desempleado,6181.5,Posgrado,F,18,Casado,Referido,Alto,2023-08-28,Lake Karenmouth,502.023.0795x885,pittserin@jordan-graham.com
889486,William Callahan,México,Empleado,8397.36,Técnico,F,72,Unión Libre,Web,Alto,2023-08-28,Johnhaven,(812)844-0422x7700,amy94@hotmail.com
967912,Mary Ward,Perú,Empleado,2942.15,Básico,M,45,Unión Libre,Campaña,Bajo,2023-08-28,Brownshire,635-209-1475x37812,james34@clark-terrell.com
383428,Crystal Peters,Ecuador,Desempleado,5611.32,Posgrado,M,24,Casado,Referido,Bajo,2023-08-28,West Michelle,001-593-165-3425x22078,bmoore@miller-hurley.com
944124,Pamela Castillo,Canadá,Independiente,11774.72,Posgrado,F,42,Unión Libre,Web,Bajo,2023-08-28,Lake Brad,305-655-0663,johnsonsusan@glover.com
588525,Matthew Tran MD,Estados Unidos,Independiente,1511.21,Tecnólogo,F,70,Soltero,Tienda,Bajo,28/08/2023,New Phillipville,905.380.4785,jonesnicole@yahoo.com
530662,Steven Smith,Chile,Estudiante,5711.5,Técnico,M,36,Unión Libre,Campaña,Medio,2023-08-29,Conniefurt,(867)050-7382,yle@thomas-huber.com
748406,Daniel Pierce,Argentina,Estudiante,10281.01,Posgrado,M,29,Divorciado,Tienda,Medio,2023-08-29,Lake Brad,973.117.0796,brandon28@yahoo.com
560301,Alfred Harris,España,Empleado,10424.14,,M,32,Soltero,Tienda,Alto,29/08/2023,Lake Seanchester,085.469.0636,diana02@hotmail.com
713703,Tiffany Nelson,Estados Unidos,Desempleado,6030.81,Posgrado,M,64,Soltero,Referido,Medio,2023-08-29,South Jamesbury,001-865-371-1325,tracy59@king-hudson.net
613358,Melissa Garcia,España,Independiente,7061.96,Técnico,F,21,Unión Libre,Referido,Alto,29/08/2023,South Andrewton,+1-553-108-3872x21761,patricia03@yahoo.com
728762,Alexander Velez,Ecuador,Empleado,8648.92,Técnico,M,50,Divorciado,Web,Alto,29/08/2023,Port Susanview,342.375.6313,simonnicholas@farrell.biz
710330,Ricky Dillon,España,Empleado,4203.62,Técnico,F,59,Soltero,Referido,Bajo,29/08/2023,West Cassandra,834.477.3679x8782,caldwelljoseph@morgan.biz
385324,Richard Ortiz,Brasil,Independiente,7188.73,Posgrado,F,20,Unión Libre,Web,Alto,2023-08-29,Turnerport,970.343.4593,melanie42@smith-ward.org
590361,Haley Brown,Brasil,Empleado,2472.22,Tecnólogo,F,28,Unión Libre,Web,Bajo,2023-08-29,Adamsfurt,712-157-9188x973,romerorichard@rogers.com
916021,Gary Anderson,Ecuador,Desempleado,3707.21,Técnico,F,68,Divorciado,Tienda,Alto,2023-08-29,Oneillland,+1-187-017-4296,gwilliams@gmail.com
193280,Brittney Graham,México,Empleado,10765.06,Posgrado,,45,Unión Libre,Campaña,Alto,29/08/2023,North David,431-313-3092,jamesbell@gmail.com
674167,Anthony Morgan,España,Empleado,1752.4,Técnico,F,57,Soltero,Campaña,Bajo,2023-08-29,Curtisbury,857.593.1125x973,danavega@grant.net
240016,Misty Castillo,Estados Unidos,Estudiante,9717.46,Posgrado,F,49,Casado,Referido,Medio,29/08/2023,South Anita,321-177-7138x634,nelliott@diaz.com
784963,Kevin Ballard,Perú,Independiente,8339.84,Posgrado,M,74,Casado,Referido,Medio,2023-08-29,Christinastad,(033)899-1170x2824,bradleysally@west.com
857227,Timothy Davis,México,Empleado,4853.33,Técnico,F,57,Soltero,Tienda,Bajo,29/08/2023,South Brandy,001-978-205-0907x08456,travisreyes@jennings.com
532191,Alexander Hardin,Argentina,Empleado,,Técnico,M,70,Soltero,Web,Bajo,2023-08-29,South Erik,476-574-1569,yboyle@gmail.com
610930,Alexander Stephens,México,Independiente,5338.56,Técnico,,44,Soltero,Web,Alto,2023-08-29,Charlesland,573-091-5952x74184,katherinefitzpatrick@gmail.com
193303,Veronica Wade,México,Independiente,8049.93,Tecnólogo,F,30,Divorciado,Web,Bajo,29/08/2023,Christopherside,+1-477-614-4533,dhaas@yahoo.com
697998,Shannon Villegas,Argentina,Empleado,2303.31,Técnico,F,39,Unión Libre,Campaña,Bajo,2023-08-29,Byrdbury,5260992007,john38@hotmail.com
939343,Matthew Snyder,España,Empleado,9568.05,Universitario,F,41,Divorciado,Referido,Alto,2023-08-29,New David,019-246-1660x26456,parkerbrandon@yahoo.com
709810,Andrew Ford,Canadá,Empleado,9759.98,Posgrado,M,23,Unión Libre,Web,Alto,2023-08-29,Taylorside,995.831.8298x8844,ccastro@nelson.com
126107,Rodney Olsen,Canadá,Empleado,10764.87,Básico,F,47,Soltero,Tienda,Medio,2023-08-29,Walshport,+1-965-401-8943,cjackson@mcdowell.com
457955,Matthew Lynn,Estados Unidos,Estudiante,3242.5,Tecnólogo,F,62,Soltero,Referido,Medio,2023-08-29,Jacobborough,942.874.8194,romerostephanie@gmail.com
366189,Mary Dean,España,Estudiante,7629.38,Básico,F,64,Casado,Tienda,Bajo,29/08/2023,East Wendy,+1-293-087-1473x654,amanda93@rivera.net
136588,Ernest Mendez,Estados Unidos,Desempleado,2121.93,Tecnólogo,M,45,Soltero,Web,Medio,2023-08-30,North Daniel,001-182-473-2817x163,heather36@armstrong.info
545659,Paula Torres,Colombia,Estudiante,6076.27,Universitario,M,62,Divorciado,Referido,Bajo,2023-08-30,Stephensfurt,+1-236-474-4556x8656,kramermarcus@gmail.com
754447,Denise Wilkinson,Chile,Empleado,9281.72,Técnico,F,26,Soltero,Referido,Alto,2023-08-30,Sarahfort,356.442.3473,mckinneyscott@boyle-sanders.com
720965,Justin Brewer,Chile,Independiente,9550.88,Técnico,F,29,Soltero,Referido,Bajo,30/08/2023,Lake Brad,338-598-9939,erindavis@hotmail.com
993469,Mrs. Amanda Ferguson,Colombia,Independiente,5843.09,Posgrado,F,24,Casado,Referido,Medio,30/08/2023,Lake Karenmouth,001-430-597-9285x8104,kimberly57@simmons-mckee.com
634171,Christina Curry,Estados Unidos,Desempleado,4312.04,Posgrado,F,32,Soltero,Web,Bajo,2023-08-30,Brightside,+1-167-932-9622x196,joel16@gmail.com
438758,Jeffrey Adams,Colombia,Empleado,5324.92,Universitario,F,43,Casado,Campaña,Medio,2023-08-30,North Michael,+1-711-357-1796x4110,tjackson@diaz-mason.com
588119,Shannon Estes,Perú,Desempleado,4196.12,Universitario,F,64,Soltero,Web,Medio,2023-08-30,Masonport,001-824-566-3922x64559,fedwards@gmail.com
809675,Melinda Suarez,Argentina,Estudiante,1160.96,Básico,F,36,Soltero,Referido,Bajo,30/08/2023,Stevenfurt,(017)746-2493x08012,omoore@parker-house.com
939649,Melissa Mitchell,Brasil,Independiente,,Básico,F,69,Soltero,Web,Bajo,2023-08-30,Lake Joshua,370-783-9017x024,bonnie94@gmail.com
400284,Jade Reynolds,Estados Unidos,Empleado,2986.6,Básico,F,62,Casado,Referido,Medio,2023-08-30,Jamesville,(079)363-5592x646,donna03@nelson.com
759152,Lori Holland,Canadá,Estudiante,10828.83,Universitario,M,44,Casado,Referido,Medio,30/08/2023,North Christopherberg,(777)054-1808x49448,pgallegos@hotmail.com
815623,Mrs. Kim White,Argentina,Independiente,5730.47,Tecnólogo,M,36,Soltero,Referido,Alto,2023-08-30,Burkefort,001-515-072-7888,patricia40@morrison.com
880502,Karen Wilson,Perú,Empleado,6612.07,Básico,M,26,Casado,Tienda,Medio,2023-08-30,South Kayla,691-509-1828,jennifer78@foster.info
246090,Anna George MD,México,Estudiante,9816.47,Posgrado,F,56,Soltero,Web,Alto,2023-08-30,Patriciaton,725.555.8060,emilyrobertson@yahoo.com
908294,Alexander Santiago PhD,Brasil,Desempleado,11067.74,Posgrado,,28,Casado,Referido,Medio,2023-08-30,Kelleyside,433.537.2618,pmorales@hotmail.com
100115,Jessica Woodward,Canadá,Estudiante,8102.75,Técnico,F,19,Soltero,Referido,Bajo,2023-08-30,South Alexis,+1-561-974-3248x111,jonesanna@williams.com
992336,Annette Chavez,México,Desempleado,2664.73,Técnico,F,38,Divorciado,Campaña,Medio,2023-08-30,Thomasview,764.967.0812x938,howellmonique@floyd-schwartz.com
220891,Kristine Clark,Colombia,Empleado,6917.43,Posgrado,F,22,Soltero,Referido,Alto,2023-08-30,Glenntown,001-165-078-0723,alyssa99@merritt.com
778523,Michael Young,España,Independiente,3897.94,Tecnólogo,M,63,Divorciado,Web,Bajo,2023-08-30,Hawkinsland,+1-069-092-2299,cadams@yahoo.com
499669,Joshua Irwin,Estados Unidos,Estudiante,,Básico,F,66,Unión Libre,Referido,Medio,2023-08-30,North Amanda,001-663-031-1582x184,donaldperez@miller.com
889736,Nicholas Lambert,España,Independiente,,Universitario,F,58,Divorciado,Tienda,Medio,2023-08-30,Lake Diana,583-982-8425x272,lewisthomas@knight.com
631192,John Alvarez,Brasil,Independiente,5036.49,Básico,M,54,Casado,Referido,Alto,30/08/2023,Jamesbury,514.016.6364x1029,waltonerin@schaefer.org
606564,Randy Lawrence,Chile,Desempleado,1141.89,Básico,F,66,Divorciado,Referido,Bajo,2023-08-30,Kaylaton,(365)141-8923x2863,stephaniejones@gmail.com
148753,Roger Smith,Brasil,Desempleado,,Posgrado,F,54,Unión Libre,Campaña,Bajo,2023-08-31,North Elijahbury,493.438.0377,yolandamcdowell@gmail.com
536167,Johnny Castaneda,México,Empleado,11285.15,Básico,M,62,Soltero,Web,Alto,2023-08-31,Woodmouth,(176)233-5744x245,qramos@mathis-thompson.com
592024,Michael Schroeder,España,Desempleado,6980.3,,M,27,Casado,Referido,Medio,2023-08-31,South Kent,678.964.3312,steven61@gmail.com
798397,Robert Curtis,Colombia,Empleado,8609.96,Técnico,F,38,Casado,Web,Alto,31/08/2023,South Natashashire,001-822-379-3937x99220,marshallchristopher@hotmail.com
476144,Matthew Jackson,España,Empleado,6948.29,Universitario,F,34,Casado,Referido,Bajo,31/08/2023,Collinsport,(345)509-0987,micheledalton@gmail.com
744275,Christina Weaver,Chile,Estudiante,7161.05,Básico,F,57,Casado,Campaña,Bajo,31/08/2023,Lake Joshua,+1-251-433-3072,lepatrick@erickson.com
988889,Kimberly Williams,Ecuador,Independiente,4633.57,Posgrado,M,40,Soltero,Referido,Alto,2023-08-31,Port Michael,+1-075-684-8204x3143,danielle71@johnson.com
304030,Dawn Harvey,España,Estudiante,6256.94,Posgrado,F,21,Divorciado,Referido,Medio,2023-08-31,West Michaelfort,543-008-0484,carterrobert@ray.com
839467,Tiffany Patterson,España,Estudiante,3990.46,Universitario,M,72,Divorciado,Web,Medio,2023-08-31,Conleymouth,697-425-2853x4915,lawrencebrenda@torres-jackson.com
417760,Steven Johnson,Argentina,Desempleado,4934.77,Tecnólogo,M,48,Casado,Tienda,Medio,2023-08-31,North Elijahbury,853-552-9049,megan74@horn.com
428210,Travis Sanchez,México,Empleado,11548.43,Posgrado,M,38,Soltero,Tienda,Medio,2023-08-31,Woodwardshire,516.653.4877x753,rwilson@bell.com
275028,Ryan Cordova,Ecuador,Estudiante,5738.05,Universitario,M,61,Casado,Tienda,Bajo,2023-08-31,Williammouth,001-868-698-5195x3526,amandaclark@torres.com
254663,Samantha Reid,Chile,Estudiante,8382.14,Técnico,F,72,Casado,Web,Bajo,2023-08-31,West Andreatown,152-530-3312x661,nrodriguez@yahoo.com
960600,Kathryn Beck,México,Empleado,11959.59,Básico,M,35,Divorciado,Tienda,Bajo,2023-08-31,East Jasonfurt,642.409.1257,stephen74@gmail.com
163273,Michelle Moore,Estados Unidos,Empleado,,Universitario,M,52,Soltero,Web,Medio,2023-08-31,South Jennifer,(661)132-8273x99436,reyesroberta@gmail.com
599513,Sharon Scott DVM,Colombia,Independiente,2516.91,Tecnólogo,,19,Divorciado,Referido,Medio,2023-08-31,East Sharon,(331)503-8720x5590,awilson@gmail.com
803924,Kim Scott,Estados Unidos,Independiente,2141.38,Universitario,F,29,Divorciado,Tienda,Alto,2023-08-31,Lake Diana,(884)110-8882,timothy69@gmail.com
285440,Dan Adams,España,Desempleado,2711.49,Tecnólogo,M,70,Soltero,Campaña,Alto,31/08/2023,Rubenside,(768)231-7529x23851,mark71@johnson.com
107571,Jessica Escobar,Chile,Estudiante,11889.85,,M,41,Divorciado,Referido,Bajo,2023-08-31,New Anthonymouth,4969775467,brenda65@jones.com
946726,Madison Zuniga MD,Argentina,Independiente,3968.75,Técnico,F,64,Unión Libre,Campaña,Bajo,2023-08-31,Taylorside,001-581-295-6829,stacey90@gmail.com
841705,Mr. Robert Ruiz,Colombia,Desempleado,11302.34,Universitario,F,33,Unión Libre,Tienda,Bajo,2023-08-31,Josephstad,8295335630,ytaylor@christian-arias.info
706229,Sarah Richardson,Estados Unidos,Desempleado,7082.37,Tecnólogo,F,43,Divorciado,Web,Alto,2023-08-31,Mendezberg,488-793-5778x50138,ijones@morgan.info
565664,Amy Gonzalez,Perú,Desempleado,7338.02,Técnico,M,18,Casado,Tienda,Alto,2023-08-31,New Danielleberg,+1-169-554-2559x634,thompsonmichael@thornton-richards.com
469341,Jaime Wilson,México,Empleado,4538.27,Tecnólogo,M,59,Casado,Campaña,Alto,2023-08-31,Tammyland,+1-755-690-9775,kelleyjanet@yahoo.com
948709,Tracy Pearson,Perú,Empleado,10239.59,Posgrado,M,47,Divorciado,Campaña,Alto,2023-09-01,Lake Laura,001-608-935-6086,lroberts@lopez.com
757522,Jacob Walker,Ecuador,Independiente,1198.32,Posgrado,F,62,Soltero,Referido,Alto,2023-09-01,Alexanderview,(914)500-7404x168,lucasjimenez@hotmail.com
740458,Michael Miller,Canadá,Desempleado,5740.36,Técnico,M,58,Divorciado,Campaña,Bajo,2023-09-01,Anthonybury,598-813-7501x23395,karabrown@hotmail.com
550045,Taylor Montoya,Chile,Desempleado,6046.48,Técnico,F,69,Unión Libre,Campaña,Alto,2023-09-01,Johnsonburgh,9575361051,adamsjoe@james.com
223678,Hayley Austin,Perú,Estudiante,9537.56,Básico,F,64,Casado,Referido,Bajo,01/09/2023,Blakeside,953-981-6601x44586,cgreer@yahoo.com
720819,Eileen Roberts,España,Independiente,11609.88,Universitario,F,63,Divorciado,Web,Medio,2023-09-01,North Anthonyville,001-448-023-3684x6146,shelia21@williams.com
848649,Laurie Underwood,Canadá,Empleado,7304.59,Técnico,M,56,Unión Libre,Web,Alto,2023-09-01,Port Roy,+1-944-221-9506x2489,cannonbreanna@davis-robles.com
411554,Mario Haley,Colombia,Empleado,,Técnico,F,57,Unión Libre,Web,Bajo,2023-09-01,Barrettburgh,001-661-771-6021x023,ana37@gmail.com
165795,Robin Hayes,México,Desempleado,2290.61,Básico,M,71,Soltero,Referido,Alto,01/09/2023,South Jamesbury,363-559-0097x592,zjohnson@gmail.com
150441,Michael Gaines,Estados Unidos,Desempleado,7987.78,Posgrado,M,19,Soltero,Tienda,Alto,01/09/2023,Brownshire,(977)569-6346x118,sheilahoffman@heath.com
498150,Robert Rocha,Perú,Desempleado,10878.39,Tecnólogo,M,68,Unión Libre,Referido,Medio,01/09/2023,Butlerport,598.305.7319,anthony66@richardson-gordon.com
632875,Joshua Miller,Colombia,Estudiante,10059.67,Tecnólogo,F,48,Soltero,Referido,Bajo,2023-09-01,East Jasonfurt,(561)684-4094x304,nwilliams@gmail.com
403586,Timothy Scott,Ecuador,Desempleado,5830.24,,F,63,Soltero,Web,Alto,01/09/2023,Elizabethside,(329)742-5780x075,nicholasbrown@hotmail.com
307601,Steven Boyle,Argentina,Desempleado,3944.13,Universitario,F,71,Divorciado,Tienda,Bajo,01/09/2023,Nicholemouth,0540165196,meyersjoseph@casey.com
717571,Joanna Lynch,Chile,Desempleado,9087.06,Técnico,F,36,Soltero,Campaña,Alto,01/09/2023,Michelleborough,174-834-8413x4706,owalter@hotmail.com
856803,Steven Long,Argentina,Desempleado,1835.03,Universitario,M,61,Unión Libre,Campaña,Medio,01/09/2023,Port Jasontown,+1-562-727-0559x951,freemantracy@yahoo.com
694860,Cheryl Gardner,Brasil,Estudiante,9033.94,Universitario,F,70,Casado,Tienda,Bajo,2023-09-01,Lake Johnshire,(935)798-0959x11522,codybenitez@nichols.com
941034,Maria Mack,Brasil,Empleado,9501.39,Posgrado,M,41,Divorciado,Web,Medio,2023-09-01,South William,918.433.7397,cmoran@yahoo.com
219782,Dawn Wu,España,Desempleado,6258.44,Básico,,26,Unión Libre,Campaña,Alto,2023-09-01,Port Amandashire,783-882-7484x9853,fmendez@hotmail.com
608527,Kenneth Alvarez,Argentina,Empleado,8406.41,Tecnólogo,M,40,Soltero,Tienda,Alto,2023-09-01,East Jade,013-863-2092,rogerskyle@williams-brewer.info
190534,Jessica Richards,Colombia,Desempleado,7904.96,Técnico,F,53,Soltero,Web,Medio,2023-09-01,Lake Josephfort,001-504-258-4924x8594,michaelparks@smith-murray.biz
574545,John Carr,México,Desempleado,4323.47,Básico,M,27,Casado,Tienda,Alto,2023-09-01,Davistown,884.553.7900,kellycannon@yahoo.com
783145,Michael Nelson,Canadá,Estudiante,8075.64,Universitario,F,51,Casado,Tienda,Bajo,2023-09-01,New Ronaldland,+1-182-184-9251x844,gsanchez@thompson-smith.com
550122,Rachel Miles,Canadá,Desempleado,7956.29,Universitario,F,29,Soltero,Campaña,Bajo,2023-09-01,North Anthonyville,4917265018,smorton@yahoo.com
176561,Perry Stevens,Estados Unidos,Independiente,2844.98,,F,21,Casado,Tienda,Alto,2023-09-02,East Paigechester,(971)987-8283x63177,lutztina@hotmail.com
478961,Haley Ward,Perú,Independiente,9344.94,Técnico,F,58,Soltero,Tienda,Alto,02/09/2023,New Annabury,(897)077-5721x8538,dorothyhancock@gmail.com
116950,Jamie Smith,Chile,Estudiante,11626.34,Posgrado,F,36,Casado,Web,Medio,02/09/2023,South Crystal,259-523-2846x60012,jlong@gmail.com
294332,Philip Lin Jr.,Chile,Desempleado,9153.69,Universitario,M,35,Soltero,Referido,Medio,2023-09-02,North Davidmouth,748.950.2835x30116,cortezstanley@stanley.com
459045,Heather Gonzalez,México,Independiente,3464.95,Tecnólogo,M,41,Soltero,Referido,Bajo,2023-09-02,Carolside,0572735869,bsandoval@yahoo.com
378392,Kimberly Hess,Colombia,Empleado,1805.22,Tecnólogo,F,48,Unión Libre,Referido,Alto,2023-09-02,North Brandon,+1-329-500-6743,patrick02@yahoo.com
675595,Jacob Sanchez,Canadá,Desempleado,11274.8,Técnico,F,57,Unión Libre,Tienda,Medio,02/09/2023,Tammyland,(513)895-6409,bmoore@cruz-jacobson.com
463417,Jillian Garcia,Canadá,Estudiante,9193.66,Tecnólogo,F,36,Soltero,Web,Medio,02/09/2023,Oneillland,8110854002,angelajones@lee-knight.com
201347,Kylie Berg,Chile,Empleado,7091.1,Posgrado,M,49,Soltero,Campaña,Medio,2023-09-02,Kathyfurt,001-866-702-5174x76316,lbrown@yahoo.com
523271,Andrew Morgan,Chile,Estudiante,,Universitario,M,30,Divorciado,Referido,Medio,02/09/2023,Charlotteview,083-878-0634x0280,william73@hotmail.com
790090,Matthew Sanchez,Chile,Empleado,10371.29,Técnico,F,74,Divorciado,Web,Alto,2023-09-02,Stevenfurt,513.966.0963x3081,timothy94@smith.com
389398,Steven Cook,Estados Unidos,Empleado,2134.82,Tecnólogo,F,48,Soltero,Tienda,Medio,02/09/2023,Brightside,001-609-312-4057,flove@gmail.com
940972,Alyssa Robinson,Argentina,Independiente,10376.36,Posgrado,M,46,Soltero,Referido,Bajo,2023-09-02,South Crystal,(110)446-9307,xstephens@gonzales.com
201972,Rebecca Brown,Colombia,Desempleado,9439.58,Básico,F,50,Casado,Web,Bajo,2023-09-02,Brightside,088-602-9181,washingtonshane@lindsey.info
178471,Mary Perkins,Perú,Empleado,3600.8,Posgrado,F,32,Unión Libre,Tienda,Medio,02/09/2023,West Michelle,(383)241-6013,kellercarol@warner-johnson.com
503768,Robert Mccarthy,Estados Unidos,Empleado,8444.31,Posgrado,M,61,Unión Libre,Tienda,Bajo,02/09/2023,Dustintown,(809)405-2683x22997,laurenroman@jensen.com
892876,Taylor Buchanan,Perú,Independiente,1629.58,,F,64,Divorciado,Campaña,Medio,2023-09-02,Hicksfort,(970)792-2956,nwilliams@hotmail.com
873014,Veronica Castillo,Brasil,Estudiante,5943.02,Universitario,M,57,Casado,Tienda,Medio,02/09/2023,Charlesland,001-342-537-4414x576,donald04@hotmail.com
829342,David Mendoza,Argentina,Desempleado,11864.59,Universitario,M,43,Casado,Tienda,Alto,2023-09-02,New Jasmine,8588130793,ykline@hotmail.com
700539,Angela Sanchez,México,Desempleado,8985.84,,M,58,Unión Libre,Campaña,Alto,2023-09-02,Robersonberg,001-860-316-8469x8949,aliciamiller@gmail.com
954500,Kelly Weaver,Argentina,Estudiante,1622.23,Tecnólogo,F,50,Unión Libre,Referido,Medio,2023-09-02,Loganbury,001-426-294-8001x528,hensonpatricia@jordan-williams.com
947211,Cynthia Kennedy,Brasil,Empleado,11273.94,Técnico,M,42,Unión Libre,Referido,Bajo,2023-09-02,Tammyland,789.692.0547x65335,rileydaniel@owens.biz
698403,Christine Price,Perú,Estudiante,2605.34,Tecnólogo,M,32,Unión Libre,Referido,Bajo,2023-09-02,West Mary,001-617-533-0230x3995,derrickgarcia@gmail.com
122883,Krista Simmons,Ecuador,Independiente,10701.07,Técnico,F,48,Divorciado,Referido,Bajo,2023-09-02,Jamesville,(905)786-1100,watsonbrandy@jones.com
338678,Jennifer Erickson,Canadá,Empleado,8064.18,Tecnólogo,M,18,Soltero,Web,Medio,2023-09-03,Craigfort,045-376-8686,vaughnwilliam@hotmail.com
557574,Jack Delgado,Estados Unidos,Desempleado,5271.65,Universitario,M,65,Unión Libre,Campaña,Medio,2023-09-03,Elizabethside,+1-278-957-5081x051,lamberttammy@hotmail.com
209865,Connor Smith,Ecuador,Desempleado,2381.25,Básico,M,50,Soltero,Referido,Medio,2023-09-03,Christinastad,433.061.1169,kevinroman@martinez.com
799930,Michael Williams,Chile,Estudiante,9519.87,Posgrado,M,29,Soltero,Referido,Bajo,2023-09-03,North Amanda,001-767-756-1417,cameron02@long.com
793956,Kelly Rogers,España,Desempleado,11948.78,Posgrado,M,26,Casado,Campaña,Medio,03/09/2023,Taylorport,(546)905-4921x41922,williamsonchloe@gmail.com
634448,Joshua Jones,Canadá,Empleado,11594.49,Tecnólogo,F,56,Unión Libre,Web,Bajo,2023-09-03,Robersonberg,(494)724-0656x675,boltonsandra@hotmail.com
448190,Jacob Garza,Canadá,Desempleado,9587.6,Básico,M,47,Soltero,Referido,Bajo,03/09/2023,Lake Johnshire,1776295497,vaustin@yahoo.com
738815,Kevin Kramer,Chile,Empleado,7019.61,Tecnólogo,F,34,Soltero,Tienda,Alto,2023-09-03,Jenniferberg,001-631-214-7092,ann98@luna.com
138187,Mary Gray,Chile,Empleado,,Técnico,F,39,Soltero,Referido,Bajo,2023-09-03,Lake Allison,(417)126-6237x0670,terryeric@lane-bailey.com
164560,Michelle Smith,Colombia,Estudiante,4846.68,Universitario,F,52,Unión Libre,Campaña,Medio,2023-09-03,New Kaylaberg,+1-283-918-5047x327,rebeccagray@cabrera-spears.info
845230,Matthew Schwartz,Estados Unidos,Independiente,3800.06,Universitario,F,50,Soltero,Web,Bajo,03/09/2023,Sarahville,661-764-2722x75274,marshalltricia@ross-smith.biz
334144,Jennifer Olsen,México,Empleado,1044.59,Universitario,F,30,Divorciado,Tienda,Alto,03/09/2023,New Shellyshire,470.317.2991x520,schultzcody@hotmail.com
310964,Eugene Doyle,Chile,Empleado,4044.85,,M,60,Divorciado,Tienda,Medio,2023-09-03,Sylviafurt,+1-469-621-8089x650,sullivanelizabeth@mann-kennedy.com
262681,Aaron Allen,Perú,Desempleado,1943.59,Universitario,M,20,Casado,Campaña,Medio,2023-09-03,Lynchport,(424)540-0668,phillipsgregory@taylor.com
567905,Joseph Buchanan,Canadá,Independiente,11990.06,Posgrado,M,42,Casado,Web,Medio,03/09/2023,Abigailstad,417.704.0719,ann69@hayden.com
394080,Dustin Schmidt,Perú,Empleado,4181.31,Básico,M,20,Unión Libre,Referido,Medio,03/09/2023,Taylorstad,(467)215-6837,alyssa48@hodge.net
497999,Jonathan Anderson,Brasil,Empleado,6855.37,Tecnólogo,M,36,Unión Libre,Campaña,Alto,2023-09-03,East Jade,914.562.7354x7116,ywallace@gmail.com
873625,Renee Acosta,Estados Unidos,Independiente,4402.18,Tecnólogo,M,48,Unión Libre,Campaña,Medio,03/09/2023,Taylorport,(574)943-5322x1082,harrissarah@carrillo-crawford.com
202087,Edward Nelson,Ecuador,Estudiante,4585.83,Tecnólogo,F,55,Divorciado,Referido,Alto,2023-09-03,Proctorborough,192-371-4152x56727,perezsarah@yahoo.com
121063,Tina Hall,Canadá,Independiente,,Posgrado,F,36,Casado,Referido,Medio,03/09/2023,New Brandonmouth,(140)992-6844,grahamterry@yahoo.com
364625,Mrs. Erin Jones,Estados Unidos,Estudiante,1999.05,Posgrado,F,35,Casado,Referido,Alto,2023-09-03,Josephstad,(754)826-9547,javiermcgee@lewis.com
769384,Joseph Silva,España,Empleado,10843.13,Tecnólogo,F,55,Divorciado,Web,Bajo,03/09/2023,Glenview,147-289-7646,wilsonsandra@cortez.info
469891,Mr. Ian Reyes,Ecuador,Empleado,11539.18,Universitario,M,33,Unión Libre,Campaña,Bajo,03/09/2023,South Erik,001-486-734-1222,mcclurehaley@alexander.com
617481,Lee Phillips,Perú,Desempleado,6588.02,Universitario,M,35,Soltero,Web,Bajo,2023-09-03,Haydenborough,140.068.3005,melissa93@reynolds.com
122350,Amber Patterson,Brasil,Estudiante,6616.55,Universitario,F,32,Casado,Web,Medio,2023-09-04,New Shellyshire,331.735.3111,troy68@russell-guerrero.com
746081,Kelsey James,España,Desempleado,11365.85,Básico,F,64,Unión Libre,Campaña,Alto,2023-09-04,Kimberlybury,(670)694-1208x7055,matthewmorales@velez.com
154905,David Good,Colombia,Independiente,,Técnico,F,33,Casado,Campaña,Medio,2023-09-04,New Jamesburgh,+1-075-846-2553x678,xlucas@miller.info
203831,Joseph Hardy,Chile,Desempleado,1952.17,Posgrado,M,31,Casado,Campaña,Alto,2023-09-04,Craigport,001-667-117-2969x5621,jamesmiguel@west.info
885745,Shelly Alexander,Argentina,Independiente,3345.73,Básico,F,41,Soltero,Tienda,Bajo,2023-09-04,Anthonybury,001-029-158-2404x338,marquezdanielle@osborne.com
942683,Denise Davis,Brasil,Independiente,6040.45,Universitario,F,50,Divorciado,Web,Medio,2023-09-04,South Beth,096.456.4921,destinymartin@hotmail.com
814584,Matthew Smith,Ecuador,Estudiante,11640.99,Universitario,F,29,Soltero,Tienda,Bajo,2023-09-04,Russellside,+1-079-843-1679x3815,joseph99@marshall.info
